Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year
Oyster,54,54.0,Europe,Spain,839360,2011
Rustler,44,44.0,Europe,United Kingdom,492394,2011
Sabre,456mkii,46.0,USA,California,509000,2011
Sly,48c,48.0,Europe,Italy,303674,2011
Tartan,4000,40.0,USA,New York,359000,2011
Tartan,4300,43.0,USA,Illinois,475000,2011
Tofinou,12,39.0,Europe,Spain,182251,2011
Vismara,v50,50.0,Europe,Italy,479805,2011
Vismara,v50,50.0,Europe,Italy,467658,2011
X-Yachts,xc50,50.0,Europe,Italy,570907,2011
X-Yachts,xc50,50.0,Europe,Portugal,631642,2011
Bavaria,40scruiser,40.0,Europe,Croatia,168893,2012
Bavaria,40scruiser,40.0,Europe,Croatia,132013,2012
Bavaria,40scruiser,40.0,Europe,Croatia,116975,2012
Bavaria,40scruiser,40.0,Europe,Croatia,84807,2012
Bavaria,40cruiser,40.0,Europe,Germany,128791,2012
Bavaria,40cruiser,40.0,Europe,Greece,133313,2012
Bavaria,40scruiser,40.0,Europe,Greece,109308,2012
Bavaria,40cruiser,40.0,Europe,Greece,97200,2012
Bavaria,40cruiser,40.0,Caribbean,Grenada,92500,2012
Bavaria,40cruiser,40.0,Caribbean,Saint Vincent and the Grenadines,92500,2012
Bavaria,45cruiser,44.0,Europe,Croatia,136081,2012
Bavaria,45cruiser,44.0,Europe,Croatia,133651,2012
Bavaria,45cruiser,44.0,Europe,Greece,132402,2012
Bavaria,50cruiser,49.0,Europe,Croatia,144549,2012
Bavaria,56cruiser,54.0,Europe,Greece,264804,2012
Bavaria,56cruiser,54.0,Europe,Greece,242939,2012
Bavaria,56cruiser,54.0,Europe,Greece,241725,2012
Bavaria,56cruiser,54.0,Europe,Spain,358350,2012
Bavaria,56cruiser,54.0,Europe,Spain,358287,2012
Bavaria,56cruiser,54.0,Europe,Spain,321895,2012
Bavaria,56cruiser,54.0,Europe,Spain,303674,2012
Bavaria,56cruiser,54.0,Europe,Spain,279380,2012
Beneteau,oceanis41,40.0,Europe,France,145801,2012
Beneteau,oceanis41,40.0,Caribbean,Martinique,139000,2012
Beneteau,oceanis41,40.0,USA,New York,199500,2012
Beneteau,oceanis41,40.0,Europe,Spain,163863,2012
Beneteau,first40,40.0,Europe,United Kingdom,106562,2012
Beneteau,sense43,43.0,USA,California,219000,2012
Beneteau,sense43,43.0,Europe,Italy,180990,2012
Beneteau,oceanis45,45.0,Europe,France,194325,2012
Beneteau,oceanis45,45.0,Europe,Greece,182204,2012
Beneteau,oceanis45,45.0,Europe,Greece,170101,2012
Beneteau,oceanis45,45.0,Caribbean,Grenada,165000,2012
Beneteau,oceanis45,45.0,USA,Louisiana,229000,2012
Beneteau,oceanis45,45.0,Europe,Netherlands,241725,2012
Beneteau,oceanis45,45.0,Europe,Spain,217431,2012
Beneteau,oceanis45,45.0,Europe,Turkey,229546,2012
Beneteau,sense46,46.0,Europe,France,321895,2012
Beneteau,oceanis48,48.0,Europe,Greece,208928,2012
Beneteau,oceanis48,48.0,Europe,Greece,206498,2012
Beneteau,oceanis48,48.0,Europe,Greece,200425,2012
Beneteau,sense50,49.0,USA,California,399650,2012
Beneteau,sense50,49.0,USA,California,375000,2012
Beneteau,oceanis50family,49.0,Europe,Croatia,167635,2012
Beneteau,sense50,49.0,Europe,France,423929,2012
Beneteau,sense50,49.0,Europe,France,326753,2012
Beneteau,sense50,49.0,Europe,France,326709,2012
Beneteau,oceanis50,49.0,Europe,Italy,206507,2012
Beneteau,oceanis50,49.0,Europe,Italy,206498,2012
Beneteau,oceanis54,54.0,Caribbean,British Virgin Islands,215000,2012
Beneteau,oceanis54,54.0,Europe,Greece,241725,2012
Beneteau,oceanis54,54.0,Europe,Greece,224719,2012
Beneteau,sense55,56.0,Europe,France,352262,2012
Beneteau,oceanis45,45.0,Caribbean,Saint Vincent and the Grenadines,165000,2012
Catalina,385,38.0,USA,California,199000,2012
Catalina,445,44.0,Europe,Italy,218645,2012
Dehler,41,40.0,Europe,France,193137,2012
Dehler,41,40.0,Europe,United Kingdom,199823,2012
Dufour,405gl,40.0,Europe,Greece,103249,2012
Dufour,405gl,40.0,Europe,Malta,164026,2012
Dufour,525gl,50.0,Europe,Estonia,510172,2012
Dufour,525gl,50.0,Europe,Spain,394776,2012
Elan,impression394,39.0,Europe,Croatia,144549,2012
Elan,impression444,45.0,Europe,Croatia,115396,2012
Grand Soleil,39,40.0,Europe,France,259945,2012
Grand Soleil,39,40.0,Caribbean,Trinidad and Tobago,267331,2012
Grand Soleil,50,49.0,Europe,France,448223,2012
Grand Soleil,50,49.0,Europe,France,445794,2012
Grand Soleil,50,49.0,Europe,Jersey,393034,2012
Hallberg-Rassy,48,49.0,Europe,Sweden,708144,2012
Hallberg-Rassy,54,55.0,Europe,Greece,1080933,2012
Hanse,400,40.0,Europe,Greece,151837,2012
Hanse,445,44.0,Europe,Croatia,145764,2012
Hanse,445,44.0,Europe,France,212572,2012
Hanse,445,44.0,Europe,Germany,241360,2012
Hanse,445,44.0,Caribbean,Grenada,145000,2012
Hanse,445,44.0,Caribbean,Sint Maarten (Dutch part),169000,2012
Hanse,445,44.0,Europe,Spain,203845,2012
Hanse,445,44.0,Europe,Turkey,157708,2012
Hanse,470,47.0,Europe,Germany,216271,2012
Hanse,545,53.0,Europe,Netherlands,361980,2012
Hanse,495,50.0,Europe,Croatia,205284,2012
Hunter,45ds,45.0,USA,Florida,189900,2012
Jeanneau,sunodyssey409,40.0,Europe,Greece,92912,2012
Jeanneau,sunodyssey409,40.0,USA,New Jersey,189000,2012
Jeanneau,sunodyssey409,40.0,Europe,United Kingdom,179937,2012
Jeanneau,sunodyssey409,40.0,Europe,United Kingdom,179900,2012
Jeanneau,409,41.0,USA,California,219000,2012
Jeanneau,sunodyssey42ds,42.0,Europe,Greece,151876,2012
Jeanneau,sunodyssey42ds,42.0,USA,Maryland,195000,2012
Jeanneau,sunodyssey439,43.0,USA,California,197777,2012
Jeanneau,sunodyssey439,43.0,Europe,Croatia,139671,2012
Jeanneau,sunodyssey439,43.0,Europe,Croatia,133009,2012
Jeanneau,sunodyssey439,43.0,Europe,Germany,168820,2012
Jeanneau,sunodyssey439,43.0,Europe,Greece,176131,2012
Jeanneau,sunodyssey439,43.0,Europe,Greece,170034,2012
Jeanneau,sunodyssey439,43.0,Europe,Greece,121453,2012
Jeanneau,sunodyssey439,43.0,Europe,Italy,145764,2012
Jeanneau,sunodyssey439,43.0,USA,Rhode Island,129500,2012
Jeanneau,sunodyssey439,43.0,Europe,Spain,236866,2012
Jeanneau,sunodyssey44ds,44.0,USA,Louisiana,235000,2012
Jeanneau,sunodyssey44ds,44.0,USA,Ohio,249000,2012
Jeanneau,sunodyssey44ds,44.0,Europe,United Kingdom,251808,2012
Jeanneau,sunodyssey45ds,45.0,USA,Florida,199000,2012
Jeanneau,sunodyssey469,46.0,Europe,Spain,241725,2012
Jeanneau,sunodyssey50ds,49.0,Europe,Turkey,273307,2012
Jeanneau,sunodyssey509,50.0,Europe,Italy,242939,2012
Jeanneau,sunodyssey509,50.0,USA,New York,349000,2012
Jeanneau,509,50.0,Europe,Spain,352351,2012
Jeanneau,sunodyssey509,50.0,Europe,Spain,352276,2012
Jeanneau,sunodyssey509,50.0,Europe,Spain,236866,2012
Jeanneau,sunodyssey509,50.0,Europe,Spain,180990,2012
Jeanneau,53,53.0,Europe,Croatia,413013,2012
Jeanneau,53,53.0,Europe,Croatia,249023,2012
Jeanneau,53,53.0,Europe,Croatia,230761,2012
Jeanneau,53,53.0,Europe,Croatia,191930,2012
Jeanneau,53,53.0,Europe,Croatia,191922,2012
Jeanneau,53,53.0,Europe,Slovenia,388718,2012
Jeanneau,53,53.0,Europe,Slovenia,388703,2012
Passport,vista545centercockpit,54.0,USA,Maryland,935000,2012
Sly,47,47.0,Europe,Italy,227148,2012
Solaris,44,44.0,Europe,Italy,467658,2012
Southerly,38,39.0,Europe,France,346474,2012
Southerly,420,42.0,Europe,United Kingdom,479634,2012
Tofinou,16,52.0,Europe,Spain,485898,2012
X-Yachts,xp38,38.0,Europe,France,279391,2012
X-Yachts,xp44,44.0,USA,Connecticut,475000,2012
X-Yachts,xp44,44.0,Europe,Denmark,498026,2012
X-Yachts,xp50,50.0,Europe,France,716700,2012
X-Yachts,xp50,50.0,Europe,France,716671,2012
X-Yachts,xp50,50.0,Europe,Italy,607373,2012
X-Yachts,xc50,50.0,Europe,Italy,546635,2012
Bavaria,40scruiser,40.0,Europe,Croatia,109229,2013
Bavaria,40scruiser,40.0,Europe,Croatia,109201,2013
Bavaria,40scruiser,40.0,Europe,Croatia,106879,2013
Bavaria,40scruiser,40.0,Europe,Croatia,103235,2013
Bavaria,40cruiser,40.0,Europe,Germany,132436,2013
Bavaria,40cruiser,40.0,Europe,Greece,133651,2013
Bavaria,41cruiser,40.0,Caribbean,Martinique,120299,2013
Bavaria,45cruiser,44.0,Europe,Croatia,193793,2013
Bavaria,45cruiser,44.0,Europe,Croatia,193744,2013
Bavaria,45cruiser,44.0,Europe,Croatia,175416,2013
Bavaria,45cruiser,44.0,Europe,Croatia,160381,2013
Bavaria,45cruiser,44.0,Europe,Croatia,155521,2013
Bavaria,45cruiser,44.0,Europe,Croatia,145764,2013
Bavaria,45cruiser,44.0,Europe,Croatia,139731,2013
Bavaria,45cruiser,44.0,Europe,Croatia,127576,2013
Bavaria,45cruiser,44.0,Europe,Germany,179821,2013
Bavaria,vision46,46.0,USA,California,234900,2013
Bavaria,vision46,46.0,Europe,Spain,218093,2013
Bavaria,vision46,46.0,Europe,Spain,217486,2013
Bavaria,50cruiser,49.0,Europe,Greece,179775,2013
Bavaria,56cruiser,54.0,Europe,Croatia,302459,2013
Bavaria,56cruiser,54.0,Europe,Turkey,394776,2013
Bavaria,45cruiser,45.0,Caribbean,Antigua and Barbuda,149950,2013
Beneteau,oceanis41ownersversion,40.0,USA,California,220000,2013
Beneteau,oceanis41,40.0,USA,California,219500,2013
Beneteau,oceanis41,40.0,Europe,Croatia,132384,2013
Beneteau,oceanis41,40.0,USA,Florida,210000,2013
Beneteau,oceanis41,40.0,USA,Maryland,229000,2013
Beneteau,oceanis41,40.0,USA,New York,219000,2013
Beneteau,oceanis45,45.0,Europe,Croatia,170101,2013
Beneteau,oceanis45,45.0,Europe,France,291527,2013
Beneteau,oceanis45,45.0,USA,Massachusetts,249000,2013
Beneteau,oceanis45,45.0,Caribbean,Mexico,330000,2013
Beneteau,oceanis48,48.0,Europe,Croatia,170064,2013
Beneteau,oceanis48,48.0,USA,Washington,359500,2013
Beneteau,sense50,49.0,Europe,Greece,346988,2013
Beneteau,sense50,49.0,Europe,Greece,321895,2013
Beneteau,oceanis50family,49.0,Europe,Turkey,224719,2013
Beneteau,oceanis54,54.0,Europe,Turkey,309098,2013
Beneteau,oceanis54,54.0,USA,,479805,2013
Beneteau,oceanis55,55.0,Europe,Croatia,460370,2013
Beneteau,oceanis55,55.0,Europe,Greece,352262,2013
Catalina,387,38.0,USA,Texas,219999,2013
Catalina,385,39.0,USA,North Carolina,215000,2013
Dehler,41,40.0,Europe,United Kingdom,219832,2013
Delphia,46cc,46.0,Europe,,314606,2013
Dufour,380,38.0,Caribbean,U.S. Virgin Islands,99950,2013
Dufour,410,40.0,Europe,France,160318,2013
Dufour,410gl,40.0,Europe,Italy,143315,2013
Dufour,410gl,40.0,USA,Maryland,220000,2013
Dufour,40eperformance,40.0,Caribbean,Saint Kitts and Nevis,179000,2013
Dufour,445gl,44.0,Europe,Croatia,151876,2013
Dufour,445gl,44.0,Europe,Croatia,151837,2013
Dufour,445gl,44.0,Europe,Croatia,139726,2013
Dufour,445gl,44.0,Europe,Spain,240477,2013
Dufour,445,44.0,Europe,Spain,229578,2013
Dufour,445gl,44.0,Europe,Spain,217431,2013
Dufour,450gl,44.0,Europe,Turkey,180990,2013
Dufour,500gl,49.0,Caribbean,Martinique,358466,2013
Dufour,500gl,49.0,Caribbean,Martinique,346315,2013
Elan,450,44.0,USA,Connecticut,349900,2013
Elan,450,44.0,Europe,Croatia,209588,2013
Elan,impression444,45.0,Europe,Croatia,121348,2013
Elan,impression444,45.0,Europe,Croatia,121257,2013
Elan,impression444,45.0,Europe,Croatia,121227,2013
Elan,impression494,48.0,Europe,Croatia,167605,2013
Elan,impression494,49.0,Europe,Croatia,182180,2013
Elan,impression494,49.0,Europe,Croatia,166391,2013
Grand Soleil,39,40.0,Europe,Croatia,156696,2013
Grand Soleil,39,40.0,Europe,Croatia,151837,2013
Grand Soleil,39,40.0,Europe,Italy,236866,2013
Grand Soleil,47,48.0,Europe,Sweden,464162,2013
Hallberg-Rassy,412,41.0,Europe,Spain,449377,2013
Hanse,415,40.0,Caribbean,Antigua and Barbuda,168000,2013
Hanse,415,40.0,Europe,Croatia,133617,2013
Hanse,415,40.0,Europe,Greece,157890,2013
Hanse,415,40.0,Europe,Greece,144586,2013
Hanse,415,40.0,Europe,Greece,144549,2013
Hanse,445,44.0,Europe,Croatia,157911,2013
Hanse,445,44.0,Europe,Croatia,145764,2013
Hanse,445,44.0,Europe,Greece,218402,2013
Hanse,445,44.0,Caribbean,Guadeloupe,176131,2013
Hanse,445,44.0,Caribbean,Martinique,176131,2013
Hanse,445,44.0,Europe,Spain,229578,2013
Hanse,445,44.0,Europe,Turkey,157668,2013
Hanse,495,50.0,Europe,Greece,314606,2013
Hanse,495,50.0,Europe,Greece,297601,2013
Hanse,505,50.0,Europe,Italy,358287,2013
Hanse,495,50.0,Europe,Portugal,291487,2013
Hanse,575,56.0,Europe,Croatia,340069,2013
Hanse,575,56.0,Europe,Italy,455449,2013
Hanse,575,56.0,Europe,Portugal,510103,2013
Hunter,40,40.0,USA,Massachusetts,186500,2013
Hunter,40,40.0,USA,Ohio,174900,2013
Hunter,m-h40,40.0,USA,Virginia,172000,2013
Hunter,50centercockpit,50.0,USA,Virginia,340000,2013
Jeanneau,sunodyssey41ds,40.0,USA,Florida,229000,2013
Jeanneau,sunodyssey409,40.0,Europe,Italy,95961,2013
Jeanneau,sunodyssey409,40.0,USA,New York,184900,2013
Jeanneau,sunodyssey409,40.0,Europe,Spain,132436,2013
Jeanneau,sunodyssey40.9,40.0,Europe,Spain,127526,2013
Jeanneau,sunodyssey409,40.0,Europe,Spain,103275,2013
Jeanneau,sunodyssey439,43.0,Europe,Croatia,139671,2013
Jeanneau,sunodyssey439,43.0,Europe,Croatia,133617,2013
Jeanneau,sunodyssey439,43.0,Europe,Germany,162747,2013
Jeanneau,sunodyssey439,43.0,Europe,Greece,172463,2013
Jeanneau,sunodyssey439,43.0,Europe,Italy,206470,2013
Jeanneau,sunodyssey439,43.0,Europe,Spain,200425,2013
Jeanneau,sunodyssey439,43.0,Europe,Spain,182180,2013
Jeanneau,sunodyssey439,43.0,Europe,Spain,133617,2013
Jeanneau,sunodyssey44ds,44.0,USA,Virginia,229000,2013
Jeanneau,sunodyssey469,46.0,Europe,Croatia,145764,2013
Jeanneau,sunodyssey469,46.0,Europe,Croatia,144549,2013
Jeanneau,sunodyssey469,46.0,Europe,Greece,204069,2013
Jeanneau,sunodyssey469,46.0,Europe,Greece,194351,2013
Jeanneau,sunodyssey469,46.0,Europe,Italy,230792,2013
Jeanneau,sunodyssey469,46.0,Europe,Spain,262982,2013
Jeanneau,sunodyssey469,46.0,Europe,Spain,217431,2013
Jeanneau,sunodyssey469,46.0,Europe,Spain,188278,2013
Jeanneau,sunodyssey50ds,49.0,Europe,Croatia,255086,2013
Jeanneau,sunodyssey50ds,49.0,Europe,Croatia,242939,2013
Jeanneau,sunodyssey50ds,49.0,Europe,Croatia,241725,2013
Jeanneau,sunodyssey50ds,49.0,Europe,Croatia,201640,2013
Jeanneau,sunodyssey50ds,49.0,Europe,France,303686,2013
Jeanneau,sunodyssey509,50.0,Europe,France,334042,2013
Jeanneau,sunodyssey509,50.0,Europe,Greece,205284,2013
Jeanneau,sunodyssey509,50.0,Europe,Spain,267233,2013
Jeanneau,sunodyssey509,50.0,Europe,Spain,266019,2013
Jeanneau,53,53.0,Europe,Croatia,230792,2013
Jeanneau,53,53.0,Europe,Croatia,218645,2013
Jeanneau,53,53.0,Europe,Greece,236866,2013
Nauticat,42,42.0,Europe,Spain,479740,2013
RM Yachts,rm12.60,39.0,Europe,France,333996,2013
RM Yachts,rm12.60,39.0,Europe,France,285415,2013
Rustler,42,42.0,Europe,United Kingdom,465645,2013
Salona,38,38.0,USA,Florida,138500,2013
Salona,38,38.0,USA,New York,135000,2013
Salona,42,42.0,Europe,Greece,194351,2013
Solaris,42,40.0,Europe,Italy,327968,2013
Solaris,44,44.0,Europe,Italy,443364,2013
Tofinou,12,39.0,Europe,Spain,230792,2013
Tofinou,12,39.0,Europe,Spain,229636,2013
Tofinou,16,52.0,Europe,Spain,485879,2013
Triplast,y40,40.0,Europe,Croatia,176107,2013
Triplast,y40,40.0,Europe,Croatia,121379,2013
Van De Stadt,norman41,41.0,Europe,Cyprus,115380,2013
Wauquiez,opium39,39.0,Europe,France,241725,2013
X-Yachts,xp38,38.0,Europe,France,252657,2013
X-Yachts,xp38,38.0,Europe,Italy,255096,2013
Bavaria,41cruiser,40.0,Europe,Croatia,233797,2014
Bavaria,41cruiser,40.0,Europe,Croatia,180382,2014
Bavaria,41cruiser,40.0,Europe,Croatia,144586,2014
Bavaria,41cruiser,40.0,Europe,France,130580,2014
Bavaria,41cruiser,40.0,Europe,Germany,156675,2014
Bavaria,41cruiser,40.0,Europe,Greece,148193,2014
Bavaria,41cruiser,40.0,Europe,Italy,180990,2014
Bavaria,41cruiser,40.0,Europe,Italy,160340,2014
Bavaria,41cruiser,40.0,Europe,Italy,157889,2014
Bavaria,42vision,42.0,Europe,Greece,218585,2014
Bavaria,45cruiser,44.0,Europe,Spain,144549,2014
Bavaria,vision46,46.0,USA,California,269000,2014
Bavaria,cruiser46,46.0,Europe,Croatia,179821,2014
Bavaria,cruiser46,46.0,Europe,Croatia,179775,2014
Bavaria,cruiser46,46.0,Europe,Croatia,173746,2014
Bavaria,cruiser46,46.0,Europe,Croatia,157668,2014
Bavaria,cruiser46,46.0,Europe,Croatia,151837,2014
Bavaria,cruiser46,46.0,Europe,Croatia,148193,2014
Bavaria,cruiser46,46.0,Europe,Germany,198003,2014
Bavaria,vision46,46.0,USA,Virginia,299000,2014
Bavaria,cruiser46,46.0,Europe,,201640,2014
Bavaria,51cruiser,49.0,Europe,Croatia,206498,2014
Bavaria,51cruiser,49.0,Europe,Spain,303686,2014
Bavaria,56cruiser,54.0,Europe,Croatia,303674,2014
Bavaria,56cruiser,54.0,Europe,Italy,364409,2014
Bavaria,56cruiser,54.0,Europe,Italy,236866,2014
Beneteau,oceanis38,37.0,USA,Ohio,179000,2014
Beneteau,oceanis38,38.0,USA,New York,187302,2014
Beneteau,oceanis41,40.0,USA,South Carolina,174900,2014
Beneteau,oceanis45,45.0,Caribbean,British Virgin Islands,208936,2014
Beneteau,oceanis45,45.0,Europe,Greece,206498,2014
Beneteau,oceanis45,45.0,Europe,Greece,194325,2014
Beneteau,oceanis45,45.0,Caribbean,Grenada,259000,2014
Beneteau,oceanis45,45.0,Europe,Italy,241725,2014
Beneteau,oceanis45,45.0,Europe,Italy,218645,2014
Beneteau,oceanis45,45.0,Europe,Italy,194166,2014
Beneteau,oceanis45,45.0,USA,New York,295000,2014
Beneteau,oceanis45,45.0,Europe,Turkey,194351,2014
Beneteau,oceanis48,48.0,Europe,Croatia,224728,2014
Beneteau,oceanis48,48.0,Europe,France,200425,2014
Beneteau,oceanis48,48.0,Europe,Spain,224719,2014
Beneteau,sense50,49.0,Europe,France,382629,2014
Beneteau,sense50,49.0,Europe,Italy,400850,2014
Beneteau,sense50,49.0,USA,Texas,395000,2014
Beneteau,sense50,49.0,Europe,Turkey,315834,2014
Beneteau,oceanis55,55.0,USA,California,535000,2014
Beneteau,sense55,56.0,Europe,Turkey,376313,2014
Beneteau,oceanis50,49.0,Caribbean,Grenada,230000,2014
Bestevaer,49st,49.0,Europe,Netherlands,807805,2014
Boreal,44,45.0,Europe,France,601275,2014
Catalina,445,44.0,USA,Florida,299900,2014
Catalina,445,44.0,USA,Florida,298000,2014
Dehler,37,36.0,USA,Connecticut,118000,2014
Dehler,38competition,37.0,USA,New York,234000,2014
Dufour,410gl,40.0,Europe,Croatia,206551,2014
Dufour,410,40.0,Europe,Croatia,145744,2014
Dufour,410,40.0,Europe,France,156696,2014
Dufour,410gl,40.0,Europe,Netherlands,205754,2014
Dufour,450gl,44.0,Europe,Croatia,182204,2014
Dufour,450libertyversion,45.0,Caribbean,British Virgin Islands,199000,2014
Dufour,500gl,49.0,Europe,Italy,286668,2014
Elan,impression394,39.0,Europe,Croatia,106313,2014
Elan,impression444,45.0,Europe,Spain,133617,2014
Elan,impression494,49.0,Europe,Croatia,151230,2014
Hanse,415,40.0,USA,Florida,229000,2014
Hanse,415,40.0,Europe,United Kingdom,186468,2014
Hanse,415,40.0,Europe,United Kingdom,186430,2014
Hanse,445,44.0,Europe,Croatia,156696,2014
Hanse,445,44.0,Europe,Croatia,146735,2014
Hanse,445,44.0,Europe,Croatia,140905,2014
Hanse,505,50.0,Europe,Croatia,230792,2014
Hanse,505,50.0,Europe,France,358287,2014
Hanse,505,50.0,Europe,France,352262,2014
Jeanneau,sunodyssey409,40.0,Europe,Croatia,112359,2014
Jeanneau,sunodyssey409,40.0,USA,New York,195124,2014
Jeanneau,sunodyssey439,43.0,Europe,France,205041,2014
Jeanneau,sunodyssey439,43.0,Europe,Greece,230792,2014
Jeanneau,sunodyssey439,43.0,Europe,Greece,145764,2014
Jeanneau,sunodyssey439,43.0,USA,Michigan,275000,2014
Jeanneau,sunodyssey439,43.0,Europe,Spain,157889,2014
Jeanneau,sunodyssey439,43.0,USA,Wisconsin,279900,2014
Jeanneau,sunodyssey44ds,44.0,Europe,Croatia,297601,2014
Jeanneau,sunodyssey44ds,44.0,USA,Wisconsin,269900,2014
Jeanneau,sunodyssey469,46.0,Europe,Croatia,242818,2014
Jeanneau,sunodyssey469,46.0,Europe,Croatia,236744,2014
Jeanneau,sunodyssey469,46.0,Europe,Croatia,217431,2014
Jeanneau,sunodyssey469,46.0,Europe,Croatia,217127,2014
Jeanneau,sunodyssey469,46.0,Europe,Croatia,180382,2014
Jeanneau,sunodyssey469,46.0,Europe,Croatia,168843,2014
Jeanneau,sunodyssey469,46.0,Europe,Croatia,156696,2014
Jeanneau,sunodyssey469,46.0,Europe,Croatia,139690,2014
Jeanneau,sunodyssey469,46.0,Europe,France,182204,2014
Jeanneau,sunodyssey469,46.0,Europe,Italy,224719,2014
Jeanneau,sunodyssey469,46.0,Europe,United Kingdom,293110,2014
Jeanneau,sunodyssey509,50.0,USA,California,389000,2014
Jeanneau,sunodyssey509,50.0,Europe,France,249013,2014
Jeanneau,sunodyssey53,53.0,USA,California,440500,2014
Jeanneau,53,53.0,Europe,Cyprus,334055,2014
Jeanneau,sunodyssey53,53.0,USA,Florida,364800,2014
Moody,45classic,46.0,USA,Connecticut,285000,2014
Passport,vista545centercockpit,54.0,USA,Washington,998000,2014
RM Yachts,1260,41.0,Europe,France,334042,2014
Southerly,420,42.0,Europe,France,559708,2014
Southerly,535,53.0,USA,Connecticut,995000,2014
Sunbeam,42.1,42.0,Europe,United Kingdom,379710,2014
Van De Stadt,stainlesssteelcutter,53.0,Europe,Malta,473732,2014
Wauquiez,pilotsaloon47,47.0,Caribbean,Martinique,461753,2014
X-Yachts,xp44,44.0,Europe,Turkey,516246,2014
Bavaria,41cruiser,40.0,Europe,Greece,128791,2015
Bavaria,cruiser46,46.0,Europe,Croatia,280595,2015
Bavaria,cruiser46,46.0,Europe,Croatia,229578,2015
Bavaria,cruiser46,46.0,Europe,Croatia,173138,2015
Bavaria,cruiser46,46.0,Europe,Germany,210142,2015
Bavaria,cruiser46,46.0,Europe,Greece,206498,2015
Bavaria,cruiser46,46.0,Europe,Greece,182204,2015
Bavaria,cruiser46,46.0,Caribbean,Mexico,250000,2015
Bavaria,vision46,46.0,Europe,Spain,291601,2015
Bavaria,vision46,46.0,Europe,Spain,291527,2015
Bavaria,cruiser46,46.0,Europe,Spain,249013,2015
Bavaria,cruiser46,46.0,Europe,Spain,212626,2015
Bavaria,cruiser46,46.0,Europe,Spain,169936,2015
Bavaria,51cruiser,49.0,Europe,Croatia,188278,2015
Bavaria,51cruiser,49.0,Europe,Croatia,163984,2015
Bavaria,51cruiser,49.0,Europe,Germany,276951,2015
Bavaria,51cruiser,49.0,Europe,Greece,297601,2015
Bavaria,51cruiser,49.0,Europe,Greece,255086,2015
Bavaria,51cruiser,49.0,Europe,Greece,188285,2015
Bavaria,51cruiser,49.0,Europe,Greece,180747,2015
Bavaria,51cruiser,49.0,Europe,Greece,170057,2015
Bavaria,51cruiser,49.0,Europe,Italy,236866,2015
Bavaria,51cruiser,49.0,Europe,Italy,206498,2015
Bavaria,51cruiser,49.0,Europe,Italy,182204,2015
Bavaria,56cruiser,54.0,Europe,Croatia,308533,2015
Bavaria,56cruiser,54.0,Europe,Croatia,278165,2015
Bavaria,56cruiser,54.0,Europe,France,285454,2015
Bavaria,56cruiser,54.0,Europe,Greece,302459,2015
Bavaria,56cruiser,54.0,Europe,Greece,285454,2015
Bavaria,56cruiser,54.0,Europe,Italy,364409,2015
Bavaria,56cruiser,54.0,Europe,Italy,285454,2015
Bavaria,56cruiser,54.0,Europe,Spain,334042,2015
Bavaria,cruiser46,46.0,Caribbean,British Virgin Islands,198000,2015
Beneteau,oceanis38,38.0,USA,California,210000,2015
Beneteau,oceanis38,38.0,USA,California,189900,2015
Beneteau,oceanis38,38.0,Europe,Italy,145801,2015
Beneteau,oceanis41,40.0,Caribbean,British Virgin Islands,155000,2015
Beneteau,oceanis41,40.0,Caribbean,British Virgin Islands,139000,2015
Beneteau,oceanis41,40.0,USA,California,244900,2015
Beneteau,oceanis41,40.0,Europe,Croatia,205284,2015
Beneteau,oceanis41,40.0,USA,Maryland,230000,2015
Beneteau,oceanis41,40.0,USA,New Jersey,239900,2015
Beneteau,oceanis41,40.0,Europe,Spain,267233,2015
Beneteau,oceanis41,40.0,USA,Virginia,219000,2015
Beneteau,oceanis45,45.0,Caribbean,British Virgin Islands,172000,2015
Beneteau,oceanis45,45.0,USA,California,309900,2015
Beneteau,oceanis48,48.0,Europe,Croatia,233829,2015
Beneteau,oceanis48,48.0,Europe,Croatia,224728,2015
Beneteau,oceanis48,48.0,Europe,Croatia,217439,2015
Beneteau,oceanis48,48.0,Europe,Croatia,180382,2015
Beneteau,oceanis48,48.0,Europe,France,340115,2015
Beneteau,oceanis48,48.0,Europe,Spain,206385,2015
Beneteau,oceanis48,48.0,Europe,Spain,206377,2015
Beneteau,sense50,49.0,USA,Texas,399900,2015
Beneteau,oceanis55,55.0,USA,Connecticut,525000,2015
Beneteau,oceanis55,55.0,USA,Florida,499000,2015
Beneteau,oceanis55,55.0,Europe,France,576981,2015
Beneteau,oceanis55,55.0,Europe,France,576981,2015
Beneteau,oceanis55,55.0,Europe,France,545399,2015
Beneteau,oceanis55,55.0,Europe,Italy,467658,2015
Beneteau,oceanis55,55.0,Europe,Spain,472517,2015
Beneteau,oceanis55,55.0,Europe,Spain,460370,2015
Beneteau,oceanis55,55.0,Europe,Spain,455511,2015
Beneteau,oceanis55,55.0,Europe,Spain,438332,2015
Beneteau,oceanis55,55.0,Europe,United Kingdom,426342,2015
Beneteau,oceanis45,45.0,Caribbean,Antigua and Barbuda,275000,2015
Beneteau,oceanis45,45.0,Caribbean,British Virgin Islands,189000,2015
Beneteau,oceanis45,45.0,Caribbean,British Virgin Islands,169000,2015
Catalina,385,38.0,USA,California,249900,2015
